高 0 1 B 高 B-NAME
公 32 33 B 公 M-ORG
司 32 33 E 司 E-ORG
总 34 36 B 总 B-TITLE
经 34 36 M 经 M-TITLE
理 34 36 E 理 E-TITLE
、 37 37 S 、 O
执 38 39 B 执 B-TITLE
行 38 39 E 行 M-TITLE
董 40 41 B 董 M-TITLE
事 40 41 E 事 E-TITLE
、 42 42 S 、 O
董 43 45 B 董 B-TITLE
事 43 45 M 事 M-TITLE
长 43 45 E 长 E-TITLE
等 46 46 S 等 O
职 47 48 B 职 O
务 47 48 E 务 O
。 49 49 S 。 O
 
2 0 4 B 2 O
0 0 4 M 0 O
1 0 4 M 1 O
0 0 4 M 0 O
年 0 4 E 年 O
9 5 6 B 9 O
月 5 6 E 月 O
起 7 8 B 起 O
任 7 8 E 任 O
百 9 10 B 百 B-ORG
洋 9 10 E 洋 M-ORG
水 11 12 B 水 M-ORG
产 11 12 E 产 M-ORG
集 13 14 B 集 M-ORG
团 13 14 E 团 M-ORG
股 15 16 B 股 M-ORG
份 15 16 E 份 M-ORG
有 17 18 B 有 M-ORG
限 17 18 E 限 M-ORG
公 19 20 B 公 M-ORG
司 19 20 E 司 E-ORG
董 21 23 B 董 B-TITLE
事 21 23 M 事 M-TITLE
长 21 23 E 长 E-TITLE
、 24 24 S 、 O
总 25 27 B 总 B-TITLE
经 25 27 M 经 M-TITLE
理 25 27 E 理 E-TITLE
。 28 28 S 。 O
 
此 0 1 B 此 O
外 0 1 E 外 O
， 2 2 S ， O
孙 3 3 S 孙 S-NAME
先 4 5 B 先 O
生 4 5 E 生 O
还 6 6 S 还 O
兼 7 8 B 兼 O
任 7 8 E 任 O
“ 9 9 S “ O
中 10 11 B 中 B-ORG
国 10 11 E 国 M-ORG
水 12 13 B 水 M-ORG
产 12 13 E 产 M-ORG
流 14 15 B 流 M-ORG
通 14 15 E 通 M-ORG
与 16 16 S 与 M-ORG
加 17 18 B 加 M-ORG
工 17 18 E 工 M-ORG
协 19 20 B 协 M-ORG
会 19 20 E 会 M-ORG
罗 21 23 B 罗 M-ORG
非 21 23 M 非 M-ORG
鱼 21 23 E 鱼 M-ORG
分 24 25 B 分 M-ORG
会 24 25 E 会 E-ORG
” 26 26 S ” O
副 27 29 B 副 B-TITLE
会 27 29 M 会 M-TITLE
长 27 29 E 长 E-TITLE
、 30 30 S 、 O
“ 31 31 S “ O
广 32 33 B 广 B-ORG
西 32 33 E 西 M-ORG
水 34 34 S 水 M-ORG
产 35 36 B 产 M-ORG
畜 35 36 E 畜 M-ORG
牧 37 38 B 牧 M-ORG
业 37 38 E 业 M-ORG
协 39 40 B 协 M-ORG
会 39 40 E 会 M-ORG
第 41 42 B 第 M-ORG
二 41 42 E 二 M-ORG
届 43 43 S 届 M-ORG
理 44 46 B 理 M-ORG
事 44 46 M 事 M-ORG
会 44 46 E 会 E-ORG
” 47 47 S ” O
副 48 50 B 副 B-TITLE
会 48 50 M 会 M-TITLE
长 48 50 E 长 E-TITLE
” 51 51 S ” O
、 52 52 S 、 O
“ 53 53 S “ O
广 54 55 B 广 B-ORG
西 54 55 E 西 M-ORG
水 56 56 S 水 M-ORG
产 57 58 B 产 M-ORG
畜 57 58 E 畜 M-ORG
牧 59 60 B 牧 M-ORG
业 59 60 E 业 M-ORG
协 61 62 B 协 M-ORG
会 61 62 E 会 M-ORG
罗 63 65 B 罗 M-ORG
非 63 65 M 非 M-ORG
鱼 63 65 E 鱼 M-ORG
分 66 67 B 分 M-ORG
会 66 67 E 会 E-ORG
” 68 68 S ” O
会 69 70 B 会 B-TITLE
长 69 70 E 长 E-TITLE
。 71 71 S 。 O
 
孙 0 0 S 孙 S-NAME
先 1 2 B 先 O
生 1 2 E 生 O
先 3 4 B 先 O
后 3 4 E 后 O
荣 5 6 B 荣 O
获 5 6 E 获 O
南 7 9 B 南 O
宁 7 9 M 宁 O
市 7 9 E 市 O
人 10 11 B 人 O
民 10 11 E 民 O
政 12 13 B 政 O
府 12 13 E 府 O
“ 14 14 S “ O
2 15 18 B 2 O
0 15 18 M 0 O
0 15 18 M 0 O
8 15 18 E 8 O
年 19 20 B 年 O
度 19 20 E 度 O
优 21 22 B 优 O
秀 21 22 E 秀 O
企 23 25 B 企 O
业 23 25 M 业 O
家 23 25 E 家 O
” 26 26 S ” O
称 27 28 B 称 O
号 27 28 E 号 O
、 29 29 S 、 O
中 30 31 B 中 O
国 30 31 E 国 O
水 32 33 B 水 O
产 32 33 E 产 O
流 34 35 B 流 O
通 34 35 E 通 O
与 36 36 S 与 O
加 37 38 B 加 O
工 37 38 E 工 O
协 39 40 B 协 O
会 39 40 E 会 O
颁 41 42 B 颁 O
发 41 42 E 发 O
的 43 43 S 的 O
“ 44 44 S “ O
2 45 48 B 2 O
0 45 48 M 0 O
0 45 48 M 0 O
8 45 48 E 8 O
年 49 50 B 年 O
度 49 50 E 度 O
全 51 52 B 全 O
国 51 52 E 国 O
十 53 54 B 十 O
大 53 54 E 大 O
罗 55 57 B 罗 O
非 55 57 M 非 O
鱼 55 57 E 鱼 O
人 58 59 B 人 O
物 58 59 E 物 O
” 60 60 S ” O
称 61 62 B 称 O
号 61 62 E 号 O
、 63 63 S 、 O
2 64 68 B 2 O
0 64 68 M 0 O
1 64 68 M 1 O
0 64 68 M 0 O
年 64 68 E 年 O
获 69 69 S 获 O
中 70 71 B 中 O
国 70 71 E 国 O
水 72 73 B 水 O
产 72 73 E 产 O
流 74 75 B 流 O
通 74 75 E 通 O
与 76 76 S 与 O
加 77 78 B 加 O
工 77 78 E 工 O
协 79 80 B 协 O
会 79 80 E 会 O
“ 81 81 S “ O
2 82 85 B 2 O
0 82 85 M 0 O
1 82 85 M 1 O
0 82 85 E 0 O
年 86 87 B 年 O
度 86 87 E 度 O
水 88 89 B 水 O
产 88 89 E 产 O
行 90 91 B 行 O
业 90 91 E 业 O
可 92 94 B 可 O
持 92 94 M 持 O
续 92 94 E 续 O
发 95 96 B 发 O
展 95 96 E 展 O
突 97 98 B 突 O
出 97 98 E 出 O
贡 99 100 B 贡 O
献 99 100 E 献 O
十 101 102 B 十 O
大 101 102 E 大 O
人 103 104 B 人 O
物 103 104 E 物 O
” 105 105 S ” O
称 106 107 B 称 O
号 106 107 E 号 O
、 108 108 S 、 O
2 109 113 B 2 O
0 109 113 M 0 O
1 109 113 M 1 O
1 109 113 M 1 O
年 109 113 E 年 O
获 114 114 S 获 O
广 115 117 B 广 O
西 115 117 M 西 O
区 115 117 E 区 O
人 118 119 B 人 O
民 118 119 E 民 O
政 120 121 B 政 O
府 120 121 E 府 O
颁 122 123 B 颁 O
发 122 123 E 发 O
“ 124 124 S “ O
广 125 126 B 广 O
西 125 126 E 西 O
北 127 129 B 北 O
部 127 129 M 部 O
湾 127 129 E 湾 O
经 130 132 B 经 O
济 130 132 M 济 O
区 130 132 E 区 O
优 133 134 B 优 O
秀 133 134 E 秀 O
建 135 137 B 建 O
设 135 137 M 设 O
者 135 137 E 者 O
” 138 138 S ” O
称 139 140 B 称 O
号 139 140 E 号 O
、 141 141 S 、 O
2 142 146 B 2 O
0 142 146 M 0 O
1 142 146 M 1 O
2 142 146 M 2 O
年 142 146 E 年 O
获 147 147 S 获 O
中 148 149 B 中 O
国 148 149 E 国 O
水 150 151 B 水 O
产 150 151 E 产 O
流 152 153 B 流 O
通 152 153 E 通 O
与 154 154 S 与 O
加 155 156 B 加 O
工 155 156 E 工 O
协 157 158 B 协 O
会 157 158 E 会 O
颁 159 160 B 颁 O
发 159 160 E 发 O
的 161 161 S 的 O
“ 162 162 S “ O
罗 163 165 B 罗 O
非 163 165 M 非 O
鱼 163 165 E 鱼 O
产 166 167 B 产 O
业 166 167 E 业 O
十 168 168 S 十 O
年 169 169 S 年 O
领 170 171 B 领 O
军 170 171 E 军 O
人 172 173 B 人 O
物 172 173 E 物 O
” 174 174 S ” O
称 175 176 B 称 O
号 175 176 E 号 O
； 177 177 S ； O
 
2 0 4 B 2 O
0 0 4 M 0 O
1 0 4 M 1 O
4 0 4 M 4 O
年 0 4 E 年 O
被 5 5 S 被 O
聘 6 7 B 聘 O
为 6 7 E 为 O
广 8 9 B 广 B-ORG
西 8 9 E 西 M-ORG
E 10 13 B E M-ORG
M 10 13 M M M-ORG
B 10 13 M B M-ORG
A 10 13 E A M-ORG
智 14 15 B 智 M-ORG
库 14 15 E 库 M-ORG
专 16 17 B 专 M-ORG
家 16 17 E 家 M-ORG
委 18 20 B 委 M-ORG
员 18 20 M 员 M-ORG
会 18 20 E 会 E-ORG
顾 21 22 B 顾 B-TITLE
问 21 22 E 问 E-TITLE
； 23 23 S ； O
 
2 0 4 B 2 O
0 0 4 M 0 O
1 0 4 M 1 O
5 0 4 M 5 O
年 0 4 E 年 O
1 5 6 B 1 O
月 5 6 E 月 O
起 7 8 B 起 O
任 7 8 E 任 O
广 9 10 B 广 B-ORG
西 9 10 E 西 M-ORG
广 11 12 B 广 M-ORG
联 11 12 E 联 M-ORG
水 13 15 B 水 M-ORG
产 13 15 M 产 M-ORG
业 13 15 E 业 M-ORG
商 16 17 B 商 M-ORG
会 16 17 E 会 E-ORG
会 18 19 B 会 B-TITLE
长 18 19 E 长 E-TITLE
。 20 20 S 。 O
 
吴 0 2 B 吴 B-NAME
伟 0 2 M 伟 M-NAME
钢 0 2 E 钢 E-NAME
先 3 4 B 先 O
生 3 4 E 生 O
， 5 5 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
6 0 4 M 6 O
7 0 4 M 7 O
年 0 4 E 年 O
出 5 6 B 出 O
生 5 6 E 生 O
， 7 7 S ， O
中 8 9 B 中 B-CONT
国 8 9 E 国 M-CONT
国 10 11 B 国 M-CONT
籍 10 11 E 籍 E-CONT
， 12 12 S ， O
无 13 14 B 无 O
境 13 14 E 境 O
外 15 17 B 外 O
永 15 17 M 永 O
久 15 17 E 久 O
居 18 20 B 居 O
留 18 20 M 留 O
权 18 20 E 权 O
， 21 21 S ， O
本 22 23 B 本 B-EDU
科 22 23 E 科 M-EDU
学 24 25 B 学 M-EDU
历 24 25 E 历 E-EDU
。 26 26 S 。 O
 
2 0 4 B 2 O
0 0 4 M 0 O
0 0 4 M 0 O
1 0 4 M 1 O
年 0 4 E 年 O
至 5 5 S 至 O
2 6 10 B 2 O
0 6 10 M 0 O
1 6 10 M 1 O
4 6 10 M 4 O
年 6 10 E 年 O
7 11 12 B 7 O
月 11 12 E 月 O
任 13 13 S 任 O
公 14 15 B 公 B-ORG
司 14 15 E 司 E-ORG
副 16 19 B 副 B-TITLE
总 16 19 M 总 M-TITLE
经 16 19 M 经 M-TITLE
理 16 19 E 理 E-TITLE
、 20 20 S 、 O
财 21 22 B 财 B-TITLE
务 21 22 E 务 M-TITLE
总 23 24 B 总 M-TITLE
监 23 24 E 监 E-TITLE
， 25 25 S ， O
 
2 0 4 B 2 O
0 0 4 M 0 O
1 0 4 M 1 O
2 0 4 M 2 O
年 0 4 E 年 O
至 5 5 S 至 O
2 6 10 B 2 O
0 6 10 M 0 O
1 6 10 M 1 O
4 6 10 M 4 O
年 6 10 E 年 O
7 11 12 B 7 O
月 11 12 E 月 O
任 13 13 S 任 O
力 14 15 B 力 B-TITLE
源 14 15 E 源 M-TITLE
应 16 17 B 应 M-TITLE
用 16 17 E 用 M-TITLE
服 18 19 B 服 M-TITLE
务 18 19 E 务 M-TITLE
董 20 21 B 董 M-TITLE
事 20 21 E 事 E-TITLE
。 22 22 S 。 O
 
已 0 0 S 已 O
于 1 1 S 于 O
2 2 6 B 2 O
0 2 6 M 0 O
1 2 6 M 1 O
4 2 6 M 4 O
年 2 6 E 年 O
7 7 8 B 7 O
月 7 8 E 月 O
1 9 10 B 1 O
日 9 10 E 日 O
正 11 12 B 正 O
式 11 12 E 式 O
辞 13 14 B 辞 O
去 13 14 E 去 O
公 15 16 B 公 B-ORG
司 15 16 E 司 E-ORG
副 17 20 B 副 B-TITLE
总 17 20 M 总 M-TITLE
经 17 20 M 经 M-TITLE
理 17 20 E 理 E-TITLE
、 21 21 S 、 O
财 22 23 B 财 B-TITLE
务 22 23 E 务 M-TITLE
总 24 25 B 总 M-TITLE
监 24 25 E 监 E-TITLE
， 26 26 S ， O
力 27 28 B 力 B-TITLE
源 27 28 E 源 M-TITLE
应 29 30 B 应 M-TITLE
用 29 30 E 用 M-TITLE
服 31 32 B 服 M-TITLE
务 31 32 E 务 M-TITLE
董 33 34 B 董 M-TITLE
事 33 34 E 事 E-TITLE
职 35 36 B 职 O
务 35 36 E 务 O
。 37 37 S 。 O
 
陈 0 2 B 陈 B-NAME
永 0 2 M 永 M-NAME
愉 0 2 E 愉 E-NAME
， 3 3 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
7 0 4 M 7 O
0 0 4 M 0 O
年 0 4 E 年 O
参 5 6 B 参 O
加 5 6 E 加 O
工 7 8 B 工 O
作 7 8 E 作 O
。 9 9 S 。 O
 
任 0 0 S 任 O
浙 1 2 B 浙 B-ORG
江 1 2 E 江 M-ORG
东 3 4 B 东 M-ORG
方 3 4 E 方 M-ORG
集 5 6 B 集 M-ORG
团 5 6 E 团 M-ORG
股 7 8 B 股 M-ORG
份 7 8 E 份 M-ORG
有 9 10 B 有 M-ORG
限 9 10 E 限 M-ORG
公 11 12 B 公 M-ORG
司 11 12 E 司 E-ORG
工 13 14 B 工 B-TITLE
会 13 14 E 会 M-TITLE
专 15 16 B 专 M-TITLE
职 15 16 E 职 M-TITLE
干 17 18 B 干 M-TITLE
事 17 18 E 事 E-TITLE
、 19 19 S 、 O
职 20 21 B 职 B-TITLE
工 20 21 E 工 M-TITLE
代 22 23 B 代 M-TITLE
表 22 23 E 表 E-TITLE
、 24 24 S 、 O
第 25 26 B 第 B-TITLE
三 25 26 E 三 M-TITLE
届 27 27 S 届 M-TITLE
监 28 30 B 监 M-TITLE
事 28 30 M 事 M-TITLE
会 28 30 E 会 M-TITLE
职 31 32 B 职 M-TITLE
工 31 32 E 工 M-TITLE
代 33 34 B 代 M-TITLE
表 33 34 E 表 M-TITLE
监 35 36 B 监 M-TITLE
事 35 36 E 事 E-TITLE
。 37 37 S 。 O
 
刘 0 2 B 刘 B-NAME
恩 0 2 M 恩 M-NAME
孝 0 2 E 孝 E-NAME
， 3 3 S ， O
男 4 4 S 男 O
， 5 5 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
5 0 4 M 5 O
0 0 4 M 0 O
年 0 4 E 年 O
1 5 7 B 1 O
0 5 7 M 0 O
月 5 7 E 月 O
出 8 9 B 出 O
生 8 9 E 生 O
， 10 10 S ， O
大 11 12 B 大 B-EDU
学 11 12 E 学 M-EDU
专 13 14 B 专 M-EDU
科 13 14 E 科 E-EDU
毕 15 16 B 毕 O
业 15 16 E 业 O
， 17 17 S ， O
高 18 19 B 高 B-TITLE
级 18 19 E 级 M-TITLE
政 20 22 B 政 M-TITLE
工 20 22 M 工 M-TITLE
师 20 22 E 师 E-TITLE
。 23 23 S 。 O
 
1 0 4 B 1 O
9 0 4 M 9 O
6 0 4 M 6 O
9 0 4 M 9 O
年 0 4 E 年 O
1 5 6 B 1 O
月 5 6 E 月 O
参 7 8 B 参 O
军 7 8 E 军 O
， 9 9 S ， O
先 10 11 B 先 O
后 10 11 E 后 O
任 12 12 S 任 O
副 13 15 B 副 B-TITLE
班 13 15 M 班 M-TITLE
长 13 15 E 长 E-TITLE
、 16 16 S 、 O
文 17 18 B 文 B-TITLE
书 17 18 E 书 E-TITLE
、 19 19 S 、 O
团 20 20 S 团 B-ORG
政 21 23 B 政 M-ORG
治 21 23 M 治 M-ORG
处 21 23 E 处 E-ORG
和 24 24 S 和 O
军 25 26 B 军 B-ORG
政 25 26 E 政 M-ORG
治 27 28 B 治 M-ORG
部 27 28 E 部 E-ORG
新 29 30 B 新 B-TITLE
闻 29 30 E 闻 M-TITLE
干 31 32 B 干 M-TITLE
事 31 32 E 事 E-TITLE
、 33 33 S 、 O
宣 34 35 B 宣 B-TITLE
传 34 35 E 传 M-TITLE
干 36 37 B 干 M-TITLE
事 36 37 E 事 E-TITLE
、 38 38 S 、 O
连 39 39 S 连 B-TITLE
政 40 41 B 政 M-TITLE
治 40 41 E 治 M-TITLE
指 42 44 B 指 M-TITLE
导 42 44 M 导 M-TITLE
员 42 44 E 员 E-TITLE
、 45 45 S 、 O
营 46 48 B 营 B-TITLE
政 46 48 M 政 M-TITLE
治 46 48 E 治 M-TITLE
教 49 51 B 教 M-TITLE
导 49 51 M 导 M-TITLE
员 49 51 E 员 E-TITLE
、 52 52 S 、 O
团 53 54 B 团 B-TITLE
政 53 54 E 政 M-TITLE
治 55 56 B 治 M-TITLE
处 55 56 E 处 M-TITLE
宣 57 58 B 宣 M-TITLE
传 57 58 E 传 M-TITLE
股 59 60 B 股 M-TITLE
长 59 60 E 长 E-TITLE
、 61 61 S 、 O
副 62 64 B 副 B-TITLE
主 62 64 M 主 M-TITLE
任 62 64 E 任 E-TITLE
、 65 65 S 、 O
团 66 66 S 团 B-TITLE
副 67 69 B 副 M-TITLE
政 67 69 M 政 M-TITLE
委 67 69 E 委 E-TITLE
。 70 70 S 。 O
 
1 0 4 B 1 O
9 0 4 M 9 O
8 0 4 M 8 O
6 0 4 M 6 O
年 0 4 E 年 O
2 5 6 B 2 O
月 5 6 E 月 O
转 7 8 B 转 O
业 7 8 E 业 O
到 9 9 S 到 O
太 10 11 B 太 B-ORG
原 10 11 E 原 M-ORG
煤 12 13 B 煤 M-ORG
炭 12 13 E 炭 M-ORG
气 14 15 B 气 M-ORG
化 14 15 E 化 M-ORG
公 16 17 B 公 M-ORG
司 16 17 E 司 E-ORG
， 18 18 S ， O
先 19 20 B 先 O
后 19 20 E 后 O
任 21 22 B 任 O
太 21 22 E 太 B-ORG
原 23 24 B 原 M-ORG
煤 23 24 E 煤 M-ORG
炭 25 27 B 炭 M-ORG
气 25 27 M 气 M-ORG
化 25 27 E 化 M-ORG
公 28 29 B 公 M-ORG
司 28 29 E 司 E-ORG
党 30 31 B 党 B-TITLE
委 30 31 E 委 M-TITLE
宣 32 34 B 宣 M-TITLE
传 32 34 M 传 M-TITLE
部 32 34 E 部 M-TITLE
副 35 37 B 副 M-TITLE
部 35 37 M 部 M-TITLE
长 35 37 E 长 E-TITLE
（ 38 38 S （ O
主 39 40 B 主 O
持 39 40 E 持 O
工 41 42 B 工 O
作 41 42 E 作 O
） 43 43 S ） O
、 44 44 S 、 O
报 45 46 B 报 B-TITLE
社 45 46 E 社 M-TITLE
社 47 48 B 社 M-TITLE
长 47 48 E 长 E-TITLE
、 49 49 S 、 O
电 50 52 B 电 B-TITLE
视 50 52 M 视 M-TITLE
台 50 52 E 台 M-TITLE
台 53 54 B 台 M-TITLE
长 53 54 E 长 E-TITLE
、 55 55 S 、 O
新 56 57 B 新 B-TITLE
闻 56 57 E 闻 M-TITLE
中 58 59 B 中 M-TITLE
心 58 59 E 心 M-TITLE
主 60 61 B 主 M-TITLE
任 60 61 E 任 E-TITLE
， 62 62 S ， O
运 63 65 B 运 B-TITLE
销 63 65 M 销 M-TITLE
处 63 65 E 处 M-TITLE
副 66 68 B 副 M-TITLE
处 66 68 M 处 M-TITLE
长 66 68 E 长 E-TITLE
、 69 69 S 、 O
运 70 71 B 运 B-TITLE
销 70 71 E 销 M-TITLE
公 72 73 B 公 M-TITLE
司 72 73 E 司 M-TITLE
副 74 76 B 副 M-TITLE
经 74 76 M 经 M-TITLE
理 74 76 E 理 E-TITLE
兼 77 77 S 兼 O
驻 78 79 B 驻 B-ORG
京 78 79 E 京 M-ORG
办 80 82 B 办 M-ORG
事 80 82 M 事 M-ORG
处 80 82 E 处 E-ORG
主 83 84 B 主 B-TITLE
任 83 84 E 任 E-TITLE
， 85 85 S ， O
晋 86 87 B 晋 B-ORG
阳 86 87 E 阳 M-ORG
选 88 90 B 选 M-ORG
煤 88 90 M 煤 M-ORG
厂 88 90 E 厂 E-ORG
党 91 92 B 党 B-TITLE
委 91 92 E 委 M-TITLE
书 93 94 B 书 M-TITLE
记 93 94 E 记 E-TITLE
。 95 95 S 。 O
 
1 0 4 B 1 O
9 0 4 M 9 O
9 0 4 M 9 O
7 0 4 M 7 O
年 0 4 E 年 O
7 5 6 B 7 O
月 5 6 E 月 O
任 7 8 B 任 O
太 7 8 E 太 B-ORG
原 9 9 S 原 M-ORG
煤 10 12 B 煤 M-ORG
气 10 12 M 气 M-ORG
化 10 12 E 化 M-ORG
股 13 14 B 股 M-ORG
份 13 14 E 份 M-ORG
有 15 16 B 有 M-ORG
限 15 16 E 限 M-ORG
公 17 18 B 公 M-ORG
司 17 18 E 司 E-ORG
董 19 21 B 董 B-TITLE
事 19 21 M 事 M-TITLE
会 19 21 E 会 M-TITLE
秘 22 23 B 秘 M-TITLE
书 22 23 E 书 E-TITLE
。 24 24 S 。 O
 
1 0 4 B 1 O
9 0 4 M 9 O
9 0 4 M 9 O
8 0 4 M 8 O
年 0 4 E 年 O
5 5 6 B 5 O
月 5 6 E 月 O
起 7 7 S 起 O
， 8 8 S ， O
先 9 10 B 先 O
后 9 10 E 后 O
任 11 12 B 任 O
太 11 12 E 太 B-ORG
原 13 14 B 原 M-ORG
煤 13 14 E 煤 M-ORG
炭 15 17 B 炭 M-ORG
气 15 17 M 气 M-ORG
化 15 17 E 化 M-ORG
（ 18 18 S （ M-ORG
集 19 20 B 集 M-ORG
团 19 20 E 团 M-ORG
） 21 21 S ） M-ORG
有 22 23 B 有 M-ORG
限 22 23 E 限 M-ORG
责 24 25 B 责 M-ORG
任 24 25 E 任 M-ORG
公 26 27 B 公 M-ORG
司 26 27 E 司 E-ORG
总 28 30 B 总 B-TITLE
经 28 30 M 经 M-TITLE
理 28 30 E 理 M-TITLE
助 31 32 B 助 M-TITLE
理 31 32 E 理 E-TITLE
兼 33 33 S 兼 O
政 34 35 B 政 B-TITLE
策 34 35 E 策 M-TITLE
研 36 38 B 研 M-TITLE
究 36 38 M 究 M-TITLE
室 36 38 E 室 M-TITLE
主 39 40 B 主 M-TITLE
任 39 40 E 任 E-TITLE
、 41 41 S 、 O
董 42 44 B 董 B-TITLE
事 42 44 M 事 M-TITLE
会 42 44 E 会 M-TITLE
秘 45 47 B 秘 M-TITLE
书 45 47 M 书 M-TITLE
处 45 47 E 处 M-TITLE
秘 48 50 B 秘 M-TITLE
书 48 50 M 书 M-TITLE
长 48 50 E 长 E-TITLE
、 51 51 S 、 O
董 52 54 B 董 B-TITLE
事 52 54 M 事 M-TITLE
会 52 54 E 会 M-TITLE
秘 55 57 B 秘 M-TITLE
书 55 57 M 书 M-TITLE
长 55 57 E 长 E-TITLE
。 58 58 S 。 O
 
2 0 4 B 2 O
0 0 4 M 0 O
0 0 4 M 0 O
0 0 4 M 0 O
年 0 4 E 年 O
9 5 6 B 9 O
月 5 6 E 月 O
任 7 8 B 任 O
太 7 8 E 太 B-ORG
原 9 9 S 原 M-ORG
煤 10 12 B 煤 M-ORG
气 10 12 M 气 M-ORG
化 10 12 E 化 M-ORG
股 13 14 B 股 M-ORG
份 13 14 E 份 M-ORG
有 15 16 B 有 M-ORG
限 15 16 E 限 M-ORG
公 17 18 B 公 M-ORG
司 17 18 E 司 E-ORG
董 19 20 B 董 B-TITLE
事 19 20 E 事 E-TITLE
。 21 21 S 。 O
 
2 0 4 B 2 O
0 0 4 M 0 O
0 0 4 M 0 O
6 0 4 M 6 O
年 0 4 E 年 O
1 5 7 B 1 O
0 5 7 M 0 O
月 5 7 E 月 O
任 8 9 B 任 O
太 8 9 E 太 B-ORG
原 10 10 S 原 M-ORG
煤 11 13 B 煤 M-ORG
气 11 13 M 气 M-ORG
化 11 13 E 化 M-ORG
股 14 15 B 股 M-ORG
份 14 15 E 份 M-ORG
有 16 17 B 有 M-ORG
限 16 17 E 限 M-ORG
公 18 19 B 公 M-ORG
司 18 19 E 司 E-ORG
常 20 21 B 常 B-TITLE
务 20 21 E 务 M-TITLE
副 22 25 B 副 M-TITLE
总 22 25 M 总 M-TITLE
经 22 25 M 经 M-TITLE
理 22 25 E 理 E-TITLE
。 26 26 S 。 O
 
2 0 4 B 2 O
0 0 4 M 0 O
1 0 4 M 1 O
2 0 4 M 2 O
年 0 4 E 年 O
8 5 6 B 8 O
月 5 6 E 月 O
3 7 8 B 3 O
日 7 8 E 日 O
辞 9 10 B 辞 O
去 9 10 E 去 O
太 11 12 B 太 B-ORG
原 11 12 E 原 M-ORG
煤 13 15 B 煤 M-ORG
气 13 15 M 气 M-ORG
化 13 15 E 化 M-ORG
股 16 17 B 股 M-ORG
份 16 17 E 份 M-ORG
有 18 19 B 有 M-ORG
限 18 19 E 限 M-ORG
公 20 21 B 公 M-ORG
司 20 21 E 司 E-ORG
董 22 24 B 董 B-TITLE
事 22 24 M 事 M-TITLE
会 22 24 E 会 M-TITLE
秘 25 26 B 秘 M-TITLE
书 25 26 E 书 E-TITLE
、 27 27 S 、 O
常 28 29 B 常 B-TITLE
务 28 29 E 务 M-TITLE
副 30 33 B 副 M-TITLE
总 30 33 M 总 M-TITLE
经 30 33 M 经 M-TITLE
理 30 33 E 理 E-TITLE
职 34 35 B 职 O
务 34 35 E 务 O
。 36 36 S 。 O
 
现 0 1 B 现 O
任 0 1 E 任 O
太 2 3 B 太 B-ORG
原 2 3 E 原 M-ORG
煤 4 6 B 煤 M-ORG
气 4 6 M 气 M-ORG
化 4 6 E 化 M-ORG
股 7 8 B 股 M-ORG
份 7 8 E 份 M-ORG
有 9 10 B 有 M-ORG
限 9 10 E 限 M-ORG
公 11 12 B 公 M-ORG
司 11 12 E 司 E-ORG
董 13 14 B 董 B-TITLE
事 13 14 E 事 E-TITLE
， 15 15 S ， O
同 16 17 B 同 O
时 16 17 E 时 O
兼 18 19 B 兼 O
任 18 19 E 任 O
北 20 22 B 北 B-ORG
京 20 22 M 京 M-ORG
金 20 22 E 金 M-ORG
奥 23 24 B 奥 M-ORG
维 23 24 E 维 M-ORG
科 25 26 B 科 M-ORG
技 25 26 E 技 M-ORG
有 27 28 B 有 M-ORG
限 27 28 E 限 M-ORG
公 29 30 B 公 M-ORG
司 29 30 E 司 E-ORG
董 31 33 B 董 B-TITLE
事 31 33 M 事 M-TITLE
长 31 33 E 长 E-TITLE
。 34 34 S 。 O
 
周 0 2 B 周 B-NAME
润 0 2 M 润 M-NAME
南 0 2 E 南 E-NAME
， 3 3 S ， O
男 4 4 S 男 O
， 5 5 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
5 0 4 M 5 O
7 0 4 M 7 O
年 0 4 E 年 O
出 5 6 B 出 O
生 5 6 E 生 O
， 7 7 S ， O
大 8 9 B 大 B-EDU
学 8 9 E 学 M-EDU
本 10 11 B 本 M-EDU
科 10 11 E 科 M-EDU
学 12 13 B 学 M-EDU
历 12 13 E 历 E-EDU
。 14 14 S 。 O
 
1 0 4 B 1 O
9 0 4 M 9 O
9 0 4 M 9 O
4 0 4 M 4 O
年 0 4 E 年 O
至 5 5 S 至 O
1 6 10 B 1 O
9 6 10 M 9 O
9 6 10 M 9 O
5 6 10 M 5 O
年 6 10 E 年 O
和 11 11 S 和 O
1 12 16 B 1 O
9 12 16 M 9 O
9 12 16 M 9 O
6 12 16 M 6 O
年 12 16 E 年 O
至 17 17 S 至 O
1 18 22 B 1 O
9 18 22 M 9 O
9 18 22 M 9 O
7 18 22 M 7 O
年 18 22 E 年 O
分 23 24 B 分 O
别 23 24 E 别 O
在 25 25 S 在 O
国 26 27 B 国 B-ORG
家 26 27 E 家 M-ORG
经 28 30 B 经 M-ORG
贸 28 30 M 贸 M-ORG
委 28 30 E 委 M-ORG
企 31 33 B 企 M-ORG
业 31 33 M 业 M-ORG
司 31 33 E 司 E-ORG
和 34 34 S 和 O
上 35 37 B 上 B-ORG
